Key,EN,RU,FR,DE,ES,IT
dialogs/7room/end_2,Now I feel like I’ve finally earned the title of Chef Dad. I’m going to do some serious cooking in here.,,"Maintenant, j’ai l’impression d’avoir enfin gagné le titre de Chef papa. Je vais cuisiner sérieusement ici.","Jetzt fühle ich mich, als hätte ich endlich den Titel Chefkoch Papa verdient. Ich werde hier drin ernsthaft kochen.",¡Ahora sí que me he ganado el título de cocinillas! Voy a cocinar a lo grande.,Ora penso di essermelo meritato quel titolo! Qui potrò cucinare come si deve.
dialogs/7room/end_3,"I wouldn’t usually be this forward, but did you want to break this kitchen in by cooking a meal for us?",,"Je ne suis généralement pas aussi direct, mais voulez-vous inaugurer cette cuisine en préparant un repas pour nous?","Normalerweise bin ich nicht so direkt, aber möchtest du die Küche vielleicht einweihen, indem du ein Essen für uns kochst?","Normalmente no me atrevo tanto, pero... ¿no deberías hacerle el rodaje a la cocina cocinando para nosotros?","Di solito non mi spingo a tanto, ma ti andrebbe di inaugurare la cucina preparando un manicaretto per noi?"
dialogs/7room/end_4,I’m already preheating the oven as we speak. How about my specialty?,,Je préchauffe déjà le four au moment où nous parlons. Et ma spécialité?,"Ich heize schon mal den Ofen vor, während wir sprechen. Wie wäre es mit meiner Spezialität?",Ya tengo el horno precalentando. ¿Qué os parece mi especialidad?,Avevo già acceso il forno mentre parlavi. Vi andrebbe la mia specialità?
dialogs/7room/end_5,"I don’t know what your specialty is, but sign us up. Two big servings, please.",,"Je ne connais pas votre spécialité, mais nous sommes partants. Deux grandes portions, s’il vous plaît.","Ich weiß nicht, was deine Spezialität ist, aber wir sind dabei. Zwei große Portionen, bitte.","No sé cuál es tu especialidad, pero nos apuntamos a lo que sea. Dos buenos platos, por favor.","Non so quale sia, ma mi prenoto subito. Due porzioni grandi, per favore."
dialogs/7room/end_6,Perfect! Chipotle pepper stew coming up!,,Parfait! Ragoût de piment chipotle!,Perfekt! Chipotle-Chili-Eintopf kommt sofort!,¡Perfecto! ¡Se viene un buen estofado de carne picante!,Perfetto! Stufato di peperoncini chipotle in arrivo!
dialogs/7room/clean_up_1,I’m already impressed. I’m not used to seeing someone other than me cleaning up. Definitely not my kids.,,Je suis déjà impressionné. Je n’ai pas l’habitude de voir quelqu’un d’autre que moi faire le ménage. Certainement pas mes enfants.,"Ich bin jetzt schon beeindruckt. Ich bin es nicht gewohnt, dass jemand anderes als ich sauber macht. Definitiv nicht meine Kinder.",Estoy que no me lo creo. No me acostumbro a ver limpiar a los demás. Y sobre todo no me acostumbro a ver a mis hijos limpiar.,Sono già impressionato. Non sono abituato a vedere qualcun altro che pulisce al posto mio. Di certo non i miei ragazzi.
dialogs/7room/clean_up_2,Kids will be kids. I was way better at making messes than I was at cleaning them when I was a kid.,,Les enfants demeurent des enfants. J’étais bien meilleur pour faire des bêtises que pour les nettoyer quand j’étais enfant.,"Kinder sind Kinder. Als Kind war ich viel besser darin, Unordnung zu machen, als sie zu beseitigen.","Es que al final, son niños. A mí se me daba especialmente bien hacer meterme en líos y hacer todo un desastre. Lo de limpiar ya para otro día.",I ragazzi sono ragazzi. Quando avevo la loro età ero più brava a mettere in disordine che in ordine.
dialogs/7room/clean_up_3,"I can’t blame them when it comes to the kitchen. In here, it’s me making all the mess.",,"Je ne peux pas leur en vouloir en ce qui concerne la cuisine. Ici, c’est moi qui sème la pagaille.","Ich kann es ihnen nicht verdenken, wenn es um die Küche geht. Hier drin bin ich es, der die ganze Unordnung macht.",También os digo que es normal cuando se trata de la cocina. Aquí soy yo quien pringa todo.,"Non posso sgridarli più di tanto. Quando siamo in cucina, sono io a fare il caos."
dialogs/7room/remove_furniture_1,"If you need any free furniture, have at it. You’ll save me a trip to the dump.",,"Si vous avez besoin de meubles gratuits, servez-vous. Vous m’épargnerez un voyage à la décharge.","Wenn ihr irgendwelche kostenlosen Möbel braucht, greift ruhig zu. Ihr würdet mir den Weg zur Müllhalde ersparen.","Si os gusta algún mueble, es vuestro. Así me ahorro el viaje a tirarlos a la basura.","Ho dei mobili gratis, se ti servono. Mi risparmieresti il viaggio alla discarica."
dialogs/7room/remove_furniture_2,"I appreciate the offer, but I’ll just go buy new furniture with the money you’re paying us.",,"J’apprécie l’offre, mais je vais simplement acheter de nouveaux meubles avec l’argent que vous nous payez.","Ich weiß das Angebot zu schätzen, aber ich werde mir von dem Geld, das du uns zahlst, einfach neue Möbel kaufen.","Gracias por la oferta, pero somos más de comprar muebles nuevos con lo que nos pagues.","Apprezzo la tua offerta, ma con i soldi che ci darai andrò a comprare dei mobili nuovi."
dialogs/7room/remove_furniture_3,I’m paying you? Just kidding. Dad humor.,,Parce qu’il faut vous payer? Je rigole. Humour de papa.,Ich bezahle euch? Nur Spaß! Papa-Humor.,"¿Cómo? ¿Que os tengo que pagar? ¡Era broma! ¡Ja, ja! Chistes malos, lo sé.",Vi devo pagare? Scherzavo. Umorismo da genitore.
dialogs/7room/floor_1,I can already picture myself slipping on my famous bolognese sauce on these floors.,,Je m’imagine déjà en train de glisser à cause de ma célèbre sauce bolognaise sur ces planchers.,"Ich kann mir schon vorstellen, wie ich auf diesen Böden auf meiner berühmten Bolognesesauce ausrutsche.",Ya me estoy viendo dándome un resbalón después de pisar mi famosa salsa boloñesa.,Già mi vedo mentre scivolo su un po' del mio famoso ragù.
dialogs/7room/floor_2,It almost sounds like you’re looking forward to it.,,On dirait presque que vous avez hâte d’y être.,"Es klingt fast so, als würdest du dich darauf freuen.",Casi parece que te apetezca...,Sembra quasi che non vedi l'ora che accada.
dialogs/7room/floor_3,The best parts about being in the kitchen are all the hilarious accidents.,,"Le meilleur à propos d’être dans la cuisine, ce sont tous les accidents hilarants.",Das Beste in der Küche sind die vielen lustigen Unfälle.,La parte más divertida de cocinar son esos pequeños accidentes.,La cosa più divertente di stare in cucina è ridere di questi simpatici incidenti.
dialogs/7room/walls_1,"I’m a finance guy by day, so when I get in the kitchen, I really like to let loose.",,"Je suis un financier le jour, alors quand je rentre dans la cuisine, j’aime vraiment me laisser aller.","Tagsüber bin ich ein Finanztyp, wenn ich also in der Küche stehe, kann ich mich richtig austoben.","Durante el día me dedico a las finanzas, pero cuando estoy en la cocina me dejo llevar.",Di giorno lavoro nella finanza e quando entro in cucina mi piace lasciarmi andare.
dialogs/7room/walls_2,It’s important to have a hobby outside of work. I like to sew my own outfits.,,Il est important d’avoir un passe-temps en dehors du travail. J’aime coudre mes propres tenues.,"Es ist wichtig, ein Hobby außerhalb der Arbeit zu haben. Ich mag es, meine eigenen Outfits zu nähen.",Es importante tener hobbies fuera del trabajo. A mí me gusta coser mi propia ropa.,È importante avere degli hobby al di fuori del lavoro. A me piace cucirmi i vestiti.
dialogs/7room/walls_3,"And I like to watch TV. It’s not the most exciting hobby, but it’s definitely the easiest.",,"Et j’aime regarder la télé. Ce n’est pas le plus intéressant des passe-temps, mais c’est certainement le plus facile.","Und ich gucke gerne Fernsehen. Es ist nicht gerade das aufregendste Hobby, aber es ist definitiv das einfachste.","Y a mí ver la tele. No es el hobby más emocionante, pero sí que es sencillo.","E a me guardare la TV. Non è l'hobby più interessante del mondo, ma è il più facile."
dialogs/7room/ceiling_1,"I can’t wait to show my family. I’ve got two daughters and two boys, so we go through a lot of food in this house.",,"J’ai hâte de la montrer à ma famille. J’ai deux filles et deux garçons, donc nous cuisinons beaucoup dans cette maison.","Ich kann es nicht abwarten, es meiner Familie zu zeigen. Ich habe zwei Töchter und zwei Söhne, also verbrauchen wir eine Menge Essen hier im Haus.","Qué ganas de que lo vea mi familia. Tengo dos niñas y dos niños, así que comen hasta por los codos.","Non vedo l'ora di mostrarvi la mia famiglia. Ho due figlie e due figli, quindi in questa casa il cibo non può mancare mai."
dialogs/7room/ceiling_2,"My family used to go grocery shopping so much that people thought my parents had four kids, but it was just me. ,",,"Ma famille achetait tellement de provisions que les gens pensaient que mes parents avaient quatre enfants, alors qu’il n’y avait que moi.","Meine Familie ging früher so oft einkaufen, dass die Leute dachten, meine Eltern hätten vier Kinder, dabei war es nur ich.","Mi familia solía ir tanto al súper que se pensaban que eramos una familia numerosa, pero qué va, solo me tenían a mí.",I miei genitori andavano così spesso al supermercato che i vicini credevano che avessero quattro figli... invece sono figlia unica.
dialogs/7room/ceiling_3,I learned very quickly that I can’t afford to take Abby out to lunch.,,J’ai appris très vite que je ne pouvais pas me permettre d’inviter Abby à déjeuner.,"Ich habe sehr schnell gelernt, dass ich es mir nicht leisten kann, Abby zum Mittagessen auszuführen.",Aprendí muy pronto que no se puede llevar a Abby a comer fuera.,Ho imparato a mie spese che non conviene portare Abby a pranzo fuori.
dialogs/7room/ceiling_4,"Challenge accepted, Abby.",,"Défi accepté, Abby.","Herausforderung angenommen, Abby.","Acepto el reto, Abby.","Sfida accettata, Abby."
dialogs/7room/windows_1,"You know I like those big windows. They let in the light, and they let out the smoke.",,Vous savez que j’aime les grandes fenêtres. Elles laissent entrer la lumière et sortir la fumée.,Mir gefallen diese großen Fenster. Sie lassen das Licht rein und den Rauch raus.,"Ya sabes cuánto me gustan esos ventanales. No solo dejan pasar la luz, sino también el humo de la cocina.",Le finestre così ampie sono bellissime. Fanno entrare la luce e uscire il fumo.
dialogs/7room/windows_2,"You know what I like about you, Gregory? You’re not afraid to admit you’re not perfect.",,"Vous savez ce que j’aime chez vous, Gregory? Vous n’avez pas peur d’admettre que vous n’êtes pas parfait.","Weißt du, was ich an dir mag, Gregory? Du hast keine Angst zuzugeben, dass du nicht perfekt bist.","¿Gregory, sabes qué es lo que más me gusta de ti? No te cortas en admitir que no eres perfecto.","Sai cosa mi piace di te, Gregory? Non hai paura di ammettere che non sei perfetto."
dialogs/7room/windows_3,Danny would never do that.,,Danny ne ferait jamais ça.,Das würde Danny nie machen.,Danny nunca haría algo así.,Danny non lo farebbe mai.
dialogs/7room/carpet_1,This carpet is going to give me good traction when I’m chasing my kids around the kitchen.,,Ce tapis me donnera une bonne adhérence quand je courrai après mes enfants dans la cuisine.,"Dieser Teppich wird mir einen guten Grip geben, wenn ich meine Kinder durch die Küche jage.",La alfombra me va ayudar a no resbalar y poder atrapar a mis hijos cuando corretean por aquí.,Ora sono sicuro di non scivolare più quando inseguo i miei ragazzi per tutta la cucina.
dialogs/7room/carpet_2,This sounds like such a fun household!,,On dirait que vous avez là une maison bien amusante!,Das klingt nach einem so spaßigen Haushalt!,¡Tu casa parece una fiesta constante!,Sembrate una famiglia molto divertente!
dialogs/7room/carpet_3,It’s fun until someone slips in their socks and dad has to bust out the first aid kit.,,C’est amusant jusqu’à ce que quelqu’un trébuche dans ses chaussettes et que papa doive sortir la trousse de premiers soins.,"Das macht Spaß, bis jemand in Socken ausrutscht und Papa den Erste-Hilfe-Kasten rausholen muss.",Mi casa es una fiesta hasta que alguien se resbala y el padre tiene que sacar el botiquín...,È divertente finché qualcuno non scivola e il papà deve prendere il kit del primo soccorso.
dialogs/7room/cabinet_1,"I’m curious. You’re so passionate about cooking, but you work in finance. What do you do?",,"Je suis curieux. Vous êtes tellement passionné par la cuisine, mais vous travaillez dans la finance. Comment faites-vous?","Ich bin neugierig. Du kochst so leidenschaftlich gerne, arbeitest aber im Finanzwesen. Was machst du genau?","Tengo curiosidad. La cocina te apasiona, pero trabajas en un banco. ¿Qué haces exactamente?","Sono curioso. Hai una grandissima passione per la cucina, ma lavori nella finanza. Di cosa ti occupi nello specifico?"
dialogs/7room/cabinet_2,"We don’t talk about that around here. Once I walk in those doors, I’m Chef Dad.",,"Nous n’en parlons pas ici. Quand je franchis ces portes, je suis chef papa.","Wir reden hier nicht darüber. Sobald ich durch diese Türen reinkomme, bin ich Chefkoch Papa.","No solemos hablar de eso aquí. Cuando entro por esa puerta, soy el papá cocinillas.",Di solito non ne parlo qui. Quando varco la porta sono solo Papà Chef.
dialogs/7room/cabinet_3,Wow. Clocking out of one job and into another. You must really love cooking!,,Waouh. Finir un service pour en commencer un autre. Vous devez vraiment aimer cuisiner!,Wow. Aus einem Job raus und in einen anderen rein. Du musst das Kochen wirklich lieben!,¡Hala! Sales de un trabajo y te metes en otro. ¡Sí que te tiene que gustar cocinar!,Uau. Passi da un lavoro a un altro. La cucina deve piacerti per davvero!
dialogs/7room/shelf_1,Anything you don’t want the kids to grab can go up here.,,Tout ce que vous voulez mettre hors de portée des enfants peut rester ici.,"Alles, was du von den Kindern fern halten willst, kann hier oben hin.",Cualquier cosa que no quieras que esté al alcance de los niños la puedes colocar por aquí.,Qui puoi mettere quello che non vuoi che i ragazzi prendano.
dialogs/7room/shelf_2,"You must not have kids. If they want to get somewhere, they’ll find a way.",,"Vous ne devez pas avoir d’enfants. S’ils veulent aller quelque part, ils trouvent toujours un moyen de le faire.","Du hast wohl keine Kinder. Wenn sie an etwas herankommen wollen, finden sie einen Weg.","Estoy seguro de que no tienes hijos. Si quieren llegar a un sitio, lo van a conseguir.","Non hai figli, non è vero? Se vogliono prendere qualcosa, trovano il modo."
dialogs/7room/shelf_3,I’m already calculating all the ways I could get up there. I’m going with swinging from the chandelier.,,Je calcule déjà toutes les façons par lesquelles je pourrais y arriver. Je vais me balancer sur le lustre.,"Ich denke bereits alle Möglichkeiten durch, wie ich dort hinaufkommen könnte. Ich würde mich vom Kronleuchter schwingen.",Yo ya estoy calculando todas las formas para poder llegar ahí... Voy a terminar columpiándome de esa lámpara de araña.,Sto già calcolando tutti i modi possibili per arrivare lassù. Secondo me il migliore è usare il lampadario.
dialogs/7room/chandelier_1,"I never considered a kitchen to be a place for a chandelier, but considering the dining table is right there, it works.",,"Je n’avais jamais envisagé d’installer un lustre dans une cuisine, mais étant donné que la table à manger est juste là, ça marche.","Ich hätte nie gedacht, dass eine Küche ein Ort für einen Kronleuchter ist, aber wenn man bedenkt, dass der Esstisch genau dort steht, passt das.","Nunca se me habría ocurrido que la cocina podría ser un lugar donde colocar una lámpara de araña, pero la verdad es que funciona bastante bien.","Non avevo mai pensato che in cucina si potesse mettere un lampadario, ma è perfetto vista la posizione del tavolo."
dialogs/7room/chandelier_2,"You won’t see chandeliers in restaurant kitchens, but a home needs to factor in visual appeal.",,"On ne voit pas de lustres dans les cuisines des restaurants, mais une maison doit tenir compte de l’aspect visuel.","In Restaurantküchen wird man keine Kronleuchter sehen, aber in einem Haus muss man auf die Optik achten.","En la cocina de un restaurante, quizás no, pero en una casa no tiene nada de malo.","Forse non li vedrai nelle cucine dei ristoranti, ma a casa bisogna appagare anche la vista."
dialogs/7room/chandelier_3,It’s just like cooking. Appearance is just as important as taste.,,C’est comme faire la cuisine. L’apparence est tout aussi importante que le goût.,Das ist genau wie beim Kochen. Das Erscheinungsbild ist genauso wichtig wie der Geschmack.,"Es como la cocina. Al final, la estética es tan importante como el gusto.",È proprio come cucinare. L'aspetto è importante tanto quanto il sapore.
dialogs/7room/sconce_1,You two do some great work. Do you see any similarities between interior design and cooking?,,Vous faites un excellent travail. Voyez-vous des similitudes entre le design d’intérieur et la cuisine?,Ihr beide leistet tolle Arbeit. Siehst du irgendwelche Gemeinsamkeiten zwischen Innenarchitektur und Kochen?,Estáis súper compenetrados. ¿Veis alguna similitud entre la decoración y la cocina?,State facendo un ottimo lavoro. Vedete quanto progettare gli interni e cucinare si somiglino?
dialogs/7room/sconce_2,They are both way harder than they look!,,Ces deux domaines sont bien plus compliqués qu’ils n’y paraissent!,Sie sind beide viel schwieriger als sie aussehen!,¡Que las dos cosas son más difíciles de lo que parecen!,Sono entrambi più impegnativi di quanto sembrino!
dialogs/7room/sconce_3,That’s true. Everyone thinks they have the eye for design and the taste buds to be a chef.,,C’est vrai. Tout le monde pense avoir l’œil pour le design et les papilles gustatives pour être chef.,"Das stimmt. Jeder denkt, dass er das Auge für Design und einen guten Geschmack hat, um ein Küchenchef zu sein.",Pues sí. Todo el mundo se cree capaz de decorar y de tener el gusto de un chef.,È vero. Tutti pensano di avere occhio per il design e il gusto per la cucina.
dialogs/7room/sconce_4,It’s tough. It’s taken me years to get a compliment about my cooking from my kids.,,C’est dur. Il m’a fallu des années avant de recevoir un compliment de mes enfants sur ma cuisine.,"Es ist hart. Es hat Jahre gedauert, bis ich von meinen Kindern ein Kompliment über meine Kochkünste bekommen habe.",Es durete. A mí me ha costado años que mis hijos elogien mi comida.,È difficile. Ci ho messo anni prima di ricevere dei complimenti dai ragazzi per il mio cibo.
dialogs/7room/commode_1,"Call me silly, but I like to have different colored plates for different meals that I cook.",,"Traitez-moi d’idiot, mais j’aime avoir des assiettes de couleurs différentes pour les différents repas que je cuisine.","Nenne mich albern, aber ich mag es, verschiedenfarbige Teller für verschiedene Gerichte zu haben, die ich koche.","Podéis decir que es una tontería, pero a mí me encanta tener platos de distintos colores según lo que cocino.","Chiamatemi sciocco, ma mi piace avere piatti di vari di colori per le pietanze che preparo."
dialogs/7room/commode_2,That’s not silly at all. That makes total sense! You wouldn't want to eat a red sauce dish on a red plate.,,Ce n’est pas idiot du tout. C’est très logique! Vous ne voudriez pas manger un plat de sauce rouge sur une assiette rouge.,Das ist überhaupt nicht albern. Das macht völlig Sinn! Man würde ein Gericht mit roter Soße nicht auf einem roten Teller essen wollen.,"No te preocupes, no es ninguna tontería. ¡Tiene mucho sentido! No tiene ningún sentido servir algo con salsa de tomate en un plato rojo.",Non è affatto sciocco. Ha perfettamente senso! A chi piacerebbe mangiare una salsa rossa su un piatto rosso?
dialogs/7room/commode_3,I’m glad you agree. I’m going to keep all my plate sets in this commode here.,,Je suis content de voir que nous sommes du même avis. Je vais ranger toutes mes séries d’assiettes dans cette commode.,"Ich bin froh, dass du mir da zustimmst. Ich werde alle meine Tellersets in dieser Kommode hier aufbewahren.","Ay, qué bien que estáis de acuerdo. Voy a colocar aquí todos mis platos.",Mi fa piacere sentirlo. Terrò tutti i piatti in questo cassettone.
dialogs/7room/shelves_1,The shelves are up. Now if I can only keep my kids from using so many cups a day.,,"Les étagères sont en place. Maintenant, il ne me reste qu’à trouver le moyen d’empêcher mes enfants d’utiliser autant de tasses par jour.","Die Regale sind angebracht. Wenn ich meine Kinder jetzt nur noch davon abhalten könnte, so viele Tassen am Tag zu benutzen.","Bueno, pues las estanterías ya están listas. Ahora solo me falta concienciar a mis hijos para que no utilicen cincuenta vasos al día.","Gli scaffali sono montati. Ora, se solo riuscissi a convincere i ragazzi a non usare così tante tazze."
dialogs/7room/shelves_2,I’m guilty of that exact thing! My mom used to catch me with twenty cups in my room.,,Je plaide coupable du même comportement! Ma mère m’attrapait souvent avec une vingtaine de tasses dans ma chambre.,Ich bin genau so schlimm! Meine Mutter hat mich immer mit zwanzig Tassen in meinem Zimmer erwischt.,"¡Ay, a mí me pasa lo mismo! Al final mi madre entraba en mi habitación y se encontraba veinte tazas ahí.",Anche io facevo lo stesso! Quando mia mamma veniva in camera mia trovava almeno venti tazze.
dialogs/7room/shelves_3,It’s good to know it’s not just my kids.,,C’est bon de savoir que mes enfants ne sont pas les seuls à le faire.,"Gut zu wissen, dass nicht nur meine Kinder so sind.",Está bien saber que no le pasa solo a mis hijos.,È bello sapere che non lo fanno solo i miei ragazzi.
dialogs/7room/dinner_table_1,"This table should be big enough for the whole family, with a little extra room in case you want to add anyone new.",,"Cette table devrait être assez grande pour toute la famille, avec un peu de place supplémentaire pour d’éventuels invités.","Dieser Tisch sollte groß genug für die ganze Familie sein, mit ein wenig extra Platz für den Fall, dass ihr jemand Neues hinzufügen möchtet.","La mesa debería ser lo bastante grande como para toda la familia, incluso para algún invitado de más.","Questo tavolo dovrebbe bastare per tutta la famiglia, con uno spazio extra nel caso volessi invitare qualche ospite."
dialogs/7room/dinner_table_2,"I see what you’re getting at, Danny. Who knows what the future holds. The more kids, the merrier.",,"Je vois où vous voulez en venir, Danny. Qui sait ce que l’avenir nous réserve. Plus il y a d’enfants, plus on s’amuse.","Ich verstehe, worauf du hinaus willst, Danny. Wer weiß, was die Zukunft bringt. Je mehr Kinder, desto besser.","Ya veo por dónde vas, Danny. Quién sabe lo que nos deparará el futuro... Cuantos más niños, mejor.","Capisco dove vuoi arrivare, Danny. Chi sa cosa riserva il futuro. Più ragazzi, più gioia."
dialogs/7room/dinner_table_3,I was talking about inviting me and Abby over for dinner.,,Je parlais d’inviter Abby et moi à dîner.,"Ich meinte eigentlich, Abby und mich zum Essen einzuladen.",Más bien pensaba en que nos invitases a Abby y a mí a cenar...,Io mi riferivo a un invito a cena per me e Abby.
dialogs/7room/table_setting1_1,How do you two like your steaks cooked? That tells me a lot about a person.,,Comment aimez-vous vos steaks? Cela m’en dit beaucoup sur une personne.,Wie mögt ihr beide eure Steaks gebraten? Das verrät mir viel über eine Person.,¿Cómo os gusta la carne de hecha? Eso dice mucho de una persona.,Come vi piace la bistecca? Dice molto di una persona.
dialogs/7room/table_setting1_2,Burnt to a crisp!,,Comme une semelle!,Gut durch und knusprig!,"¡Carbonizada, por favor!","Bruciata, quasi croccante!"
dialogs/7room/table_setting1_3,Rare as they will legally allow it. What does that tell you about us?,,Aussi saignant que la loi l’autorise! Qu’est-ce que cela vous apprend sur nous?,So Rare wie möglich. Was sagt dir das über uns?,Yo lo más cruda que se pueda. ¿Qué es lo que te dice sobre nosotros?,"Al sangue, al limite del legale. Cosa ti dice di noi?"
dialogs/7room/table_setting1_4,That tells me that it would be very hard to cook for both of you at the same time.,,Cela me dit qu’il serait très difficile de cuisiner pour vous deux en même temps.,"Das sagt mir, dass es sehr schwer wäre, für euch beide gleichzeitig zu kochen.",Pues me dice que va a ser muy difícil cocinar para vosotros dos a la vez.,Mi dice che sarebbe molto difficile cucinare per entrambi allo stesso momento.
dialogs/7room/plants_1,"I welcome this new, green member of the family. It’s not too interesting to cook for though, is it?",,"Je souhaite la bienvenue à ce nouveau membre vert de la famille. Ce n’est pas trop intéressant de cuisiner pour une telle chose, n’est-ce pas?","Ich begrüße dieses neue, grüne Mitglied der Familie. Es ist allerdings nicht besonders interessant, für sie zu kochen, oder?","Damos al bienvenida al miembro más verde de la familia. No creo que sea muy interesante cocinar para él, eso sí.",Do il benvenuto a questo nuovo membro verde della famiglia. Ma non sarà il massimo cucinare per lei.
dialogs/7room/plants_2,"You can’t exactly improve on a diet of water and sunlight, can you?",,"On ne peut pas vraiment s’améliorer avec un régime à base d’eau et de soleil, hein?","Mit einer Diät aus Wasser und Sonnenlicht kann man dich auch nicht wirklich verbessern, oder?","Bueno, es complicado mejorar una dieta de agua y sol, ¿no?","Potrai però elaborare una dieta perfetta di acqua e sole, no?"
dialogs/7room/plants_3,"Oh, well. Being a chef is about making the person eating happy, not yourself.",,"Tant pis. Être chef, c’est faire le bonheur de la personne qui mange, pas le sien.","Naja, was solls. Als Chefkoch geht es darum, die Person, die isst, glücklich zu machen, nicht sich selbst.","Ay, bueno. Ser un chef significa conseguir hacer feliz al comensal, no a ti.","Oh, beh. Alla fine essere un cuoco significa accontentare i gusti degli altri, non i propri."
dialogs/7room/bar_counter_1,Let’s face it. Most of the eating is going to get done on the bar counter. My kids are always in and out.,,Avouons-le. La plupart des repas seront mangés sur le comptoir du bar. Mes enfants sont toujours en mouvement.,Seien wir ehrlich. Der größte Teil des Essens wird an der Bartheke stattfinden. Meine Kinder gehen ständig ein und aus.,Una cosa está clara: La mayor parte de veces vamos a terminar comiendo en la barra. Mis hijos siempre están de aquí para allá.,Vediamo un po'. Il più delle volte mangiamo sul bancone. I miei ragazzi sono sempre in movimento.
dialogs/7room/bar_counter_2,Kids have a lot going on. It’s hard to get them to sit still.,,Les enfants ont beaucoup à faire. Il est difficile de les faire s’asseoir.,"Kinder haben viel um die Ohren. Es ist schwer, sie dazu zu bringen, still zu sitzen.",Es que no paran. Es complicado que se sienten un rato.,I ragazzi sono super dinamici. È difficili farli restare fermi.
dialogs/7room/bar_counter_3,There is one way. Chocolate fondue.,,Il y a un moyen. La fondue au chocolat.,Es gibt einen Weg. Schokoladenfondue.,Solo hay una forma de que lo hagan. Chocolate caliente.,Conosco un modo: fonduta di cioccolata.
dialogs/7room/decor1_1,My wife thought I was just going to be getting new appliances. She’s going to be thrilled at all you’ve done.,,Ma femme pensait que j’allais juste recevoir de nouveaux appareils électroménagers. Elle va être ravie de tout ce que vous avez fait.,"Meine Frau denkt, ich würde mir nur neue Geräte besorgen. Sie wird begeistert davon sein, was ihr hier geschafft habt.",Y mi mujer se creía que solo iba a comprar un par de utensilios nuevos... Se va a quedar loca cuando vea todo lo que habéis hecho.,Mia moglie credeva che avrei solo cambiato gli elettrodomestici. Sarà contentissima del lavoro che avete fatto.
dialogs/7room/decor1_2,"She needs a little present too, don’t you think?",,"Elle a aussi besoin d’un petit cadeau, ne pensez-vous pas?","Sie braucht auch ein kleines Geschenk, findest du nicht?","Ella también se merece un regalo, ¿no?","Dobbiamo fare un piccolo regalo anche a lei, non credi?"
dialogs/7room/decor1_3,I’ve already got it covered. There’s a diamond necklace with her name on it in her serving of bolognese sauce.,,J’y ai déjà pensé. Il y a un collier de diamants gravé à son dans sa portion de sauce bolognaise.,Darum habe ich mich schon gekümmert. In ihrer Portion Bolognese liegt eine Diamantkette mit ihrem Namen.,Ya está todo pensado. Le espera un collar de diamantes con su nombre en su plato de boloñesa.,Ci ho già pensato io. Nel suo piatto di ragù ho poggiato una collana di diamanti col suo nome inciso.
dialogs/7room/chairs_1,"Not that I get a lot of chances to sit down in the kitchen, these are lovely.",,"Je n’ai pas vraiment le temps de m’asseoir, mais ces chaises sont adorables.","Nicht, dass ich viele Gelegenheiten bekäme, mich in der Küche hinzusetzen, aber die hier sind schön.","No suelo tener muchas oportunidades de sentarme en la cocina, pero así sí que va a dar gusto.",Che meraviglia. Non mi capita spesso di potermi sedere quando sono in cucina.
dialogs/7room/chairs_2,"I would tell you to take a break, but I get a feeling that you love every second of it.",,"Je vous dirais bien de faire une pause, mais j’ai le sentiment que vous appréciez chaque seconde de ce que vous faites.","Ich würde ja sagen, dass ihr eine Pause machen solltet, aber ich habe das Gefühl, dass ihr jede Sekunde davon liebt.","Te diría que te tomases un descanso más a menudo, pero me parece a mí que a ti te encanta el ajetreo de la cocina.","Ti direi di fare una pausa, ma ho l'impressione che ti stia godendo ogni secondo."
dialogs/7room/chairs_3,It’s probably the same reason why Abby and I can work until midnight without even realizing it.,,C’est probablement pour cette même raison qu’Abby et moi pouvons travailler jusqu’à minuit sans même nous en rendre compte.,"Das ist wahrscheinlich derselbe Grund, warum Abby und ich bis Mitternacht arbeiten können, ohne es zu merken.",Seguramente es la misma razón por la que Abby y yo podemos trabajar hasta media noche casi sin darnos cuenta.,Probabilmente è lo stesso motivo per cui io e Abby riusciamo a lavorare sino a mezzanotte senza neppure accorgercene.
dialogs/7room/rack_1,Feel free to refill these racks up with spices instead. I have a feeling you’re going to anyway.,,N’hésitez pas à remplir ces étagères d’épices à la place. J’ai le sentiment que vous allez le faire de toute façon.,"Fülle diese Regale stattdessen ruhig mit Gewürzen auf. Ich habe das Gefühl, dass du das sowieso machen wirst.",No dudes en llenar las estanterías con especias de todo tipo. Que te estoy viendo que te va a faltar tiempo...,Sentiti libero di mettere qui le tue spezie. Ho l'impressione che lo farai comunque.
dialogs/7room/rack_2,"Actually, I won’t need to. I have a spice tool belt. Over 16 spices, all around my waist.",,"En fait, je n’en aurai pas besoin. J’ai une ceinture à outils pour les épices. Plus de 16 épices, tout autour de ma taille.","Eigentlich muss ich das gar nicht. Ich habe einen Werkzeuggürtel für Gewürze. Über 16 verschiedene Gewürze, um meine Taille herum.","La verdad es que no. Ya tengo un cinturón de especias. Hasta 16 especias distintas, todas al alcance de la mano.",A dire il vero non sarà necessario. Ho una speciale cintura porta-spezie. Oltre 16 gusti tutti intorno alla vita.
